PERSON,Date,LOCATION 1,Latitude,Longitude
"Leslie, Don Guglielmo",30 December 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 March 1686,"Santa Marinella, Rome",42.0719,11.4303
"Leslie, Don Guglielmo",8 May 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 May 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 June 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 August 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 September 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 September 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 December 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",29 December 1686,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 January 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 March 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 March 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 April 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 April 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",23 April 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 June 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 July 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 September 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 September 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 September 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",2 October 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 October 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 November 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 November 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 December 1687,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 January 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",3 January 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 January 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 January 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 February 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 February 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 February 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",4 March 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",3 April 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 April 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 May 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 May 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",19 May 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",25 May 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 July 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 July 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 July 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 September 1688,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",7 February 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 February 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",7 March 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",25 April 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 May 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 June 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",13 June 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 August 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 November 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",7 November 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",12 December 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 December 1689,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 February 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",2 March 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 April 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 April 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 May 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 June 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 August 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 August 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",2 September 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 September 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 September 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 October 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 November 1690,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 January 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 February 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 February 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 March 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 March 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 June 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 July 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",31 July 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 September 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 September 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",29 September 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 October 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",25 October 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",12 November 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 December 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",25 December 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",31 December 1691,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",7 January 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 January 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 January 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 January 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",11 February 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",19 February 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",11 March 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 March 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 March 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 April 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 April 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 April 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",29 April 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",12 May 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 May 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",11 August 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 August 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 August 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 September 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 September 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 October 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 October 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 November 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 November 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 December 1692,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 January 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 January 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 January 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 February 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 March 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 March 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",7 April 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 April 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 April 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",4 May 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",19 May 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",13 July 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 July 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 July 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 August 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 August 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",19 October 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 October 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 December 1693,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",12 March 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",23 March 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 April 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 April 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",19 April 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 May 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",11 May 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",31 May 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 June 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 June 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",13 July 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",4 August 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 August 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 August 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 September 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",12 October 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",19 October 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 October 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 November 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 November 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 December 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 December 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 December 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 December 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 December 1694,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",3 January 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 January 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 February 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 February 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 February 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 February 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 March 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",25 April 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",2 May 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 May 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",25 May 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",31 October 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 November 1695,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 November 1696,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 February 1697,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 July 1697,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 August 1697,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 September 1697,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 October 1697,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",13 November 1697,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 February 1698,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",23 February 1698,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",3 March 1698,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 April 1698,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",2 April 1699,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 June 1699,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 September 1699,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 October 1699,Rome,41.5753,12.2708
"Leslie, Father",18 May 1688,Scotland,56.4907,4.2026
"Leslie, Father",25 December 1691,Gratz,47.066667,15.45
"Leslie, Father (former Rector)",25 January 1684,Germany,-,-
"Leslie, Father William Lewis",24 April 1662,Rome,41.5753,12.2708
"Leslie, Father William Lewis",4 October 1666,Rome,41.5753,12.2708
"Leslie, Father William Lewis",3 August 1667,Rome,41.5753,12.2708
"Leslie, Father William Lewis",20 November 1668,Rome,41.5753,12.2708
"Leslie, Father William Lewis",26 February 1669,Perguia,-,-
"Leslie, Father William Lewis",23 April 1669,Perguia,-,-
"Leslie, Father William Lewis",20 October 1669,Perguia,-,-
"Leslie, Father William Lewis",22 December 1674,Rome,41.5753,12.2708
"Leslie, Father William Lewis",28 August 1677,Rome,41.5753,12.2708
"Leslie, Father William Lewis",8 November 1677,Rome,41.5753,12.2708
"Leslie, Father William Lewis",18 November 1677,Rome,41.5753,12.2708
"Leslie, Father William Lewis",22 January 1678,Rome,41.5753,12.2708
"Leslie, Father William Lewis",9 April 1678,Rome,41.5753,12.2708
"Leslie, Father William Lewis",1 July 1678,Rome,41.5753,12.2708
"Leslie, Father William Lewis",9 July 1678,Rome,41.5753,12.2708
"Leslie, Father William Lewis",22 October 1678,Rome,41.5753,12.2708
"Leslie, Father William Lewis",6 May 1679,Rome,41.5753,12.2708
"Leslie, Father William Lewis",17 June 1679,Rome,41.5753,12.2708
"Leslie, Father William Lewis",22 September 1679,Marino,41.766667,12.65
"Leslie, Father William Lewis",6 June 1680,Rome,41.5753,12.2708
"Leslie, Father William Lewis",28 December 1680,Rome,41.5753,12.2708
"Leslie, Father William Lewis",17 June 1681,Rome,41.5753,12.2708
"Leslie, Father William Lewis",15 July 1688,Douai,50.2509,3.1121
"Leslie, Father William Lewis",18 July 1688,Douai,50.2509,3.1121
"Leslie, Father William Lewis",1 April 1690,Rome,41.5753,12.2708
"Leslie, Father William Lewis",7 December 1692,Gratz,47.066667,15.45
"Leslie, Father William Lewis",1 August 1693,Rome,41.5753,12.2708
"Leslie, Father William Lewis",3 August 1693,Rome,41.5753,12.2708
"Leslie, George",19 February 1660,Scotland,56.4907,4.2026
"Leslie, George",5 January 1680,St Quentin,48.617635,3.749137
"Leslie, George",13 March 1681,Rome,41.5753,12.2708
"Leslie, George",27 April 1681,St Quentin,48.617635,3.749137
"Leslie, George",11 June 1681,St Quentin,48.617635,3.749137
"Leslie, George",16 February 1683,St Quentin,48.617635,3.749137
"Leslie, George",18 March 1683,St Quentin,48.617635,3.749137
"Leslie, George",9 April 1683,St Quentin,48.617635,3.749137
"Leslie, George",29 April 1683,St Quentin,48.617635,3.749137
"Leslie, George",7 May 1683,St Quentin,48.617635,3.749137
"Leslie, George",13 July 1683,St Quentin,48.617635,3.749137
"Leslie, George",19 August 1683,St Quentin,48.617635,3.749137
"Leslie, George",7 September 1683,St Quentin,48.617635,3.749137
"Leslie, George",14 October 1683,St Quentin,48.617635,3.749137
"Leslie, George",21 October 1683,St Quentin,48.617635,3.749137
"Leslie, George",13 November 1683,St Quentin,48.617635,3.749137
"Leslie, George",11 January 1684,St Quentin,48.617635,3.749137
"Leslie, George",2 March 1684,St Quentin,48.617635,3.749137
"Leslie, George",15 December 1684,St Quentin,48.617635,3.749137
"Leslie, George",7 January 1685,St Quentin,48.617635,3.749137
"Leslie, George",11 February 1685,St Quentin,48.617635,3.749137
"Leslie, George",7 March 1685,St Quentin,48.617635,3.749137
"Leslie, George",26 March 1685,St Quentin,48.617635,3.749137
"Leslie, George",25 April 1685,St Quentin,48.617635,3.749137
"Leslie, George",18 May 1685,St Quentin,48.617635,3.749137
"Leslie, George",27 May 1685,St Quentin,48.617635,3.749137
"Leslie, George",23 September 1685,St Quentin,48.617635,3.749137
"Leslie, George",13 October 1686,St Quentin,48.617635,3.749137
"Leslie, George",22 January 1687,St Quentin,48.617635,3.749137
"Leslie, George",19 January 1688,St Quentin,48.617635,3.749137
"Leslie, George",1 May 1689,St Quentin,48.617635,3.749137
"Leslie, George",8 January 1692,Gratz,47.066667,15.45
"Leslie, George",29 April 1692,St Quentin,48.617635,3.749137
"Leslie, Gordon",19 February 1660,Douai,50.2509,3.1121
"Leslie, John",8 September 1688,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Leslie, Lorenzo",19 August 1691,Rome,41.5753,12.2708
"Leslie, Lorenzo",3 May 1692,Rome,41.5753,12.2708
"Leslie, Lorenzo",7 July 1692,Rome,41.5753,12.2708
"Leslie, Lorenzo",27 April 1693,Rome,41.5753,12.2708
"Leslie, Lorenzo",4 July 1693,Rome,41.5753,12.2708
"Leslie, Lorenzo",13 November 1693,Rome,41.5753,12.2708
"Leslie, Lorenzo",22 December 1693,Rome,41.5753,12.2708
"Leslie, Lorenzo",8 May 1694,Rome,41.5753,12.2708
"Leslie, Lorenzo",15 May 1695,Rome,41.5753,12.2708
"Leslie, Lorenzo",25 May 1695,Rome,41.5753,12.2708
"Leslie, Marie",19 February 1660,Mons,50.45,3.933333
"Leslie, Patrick",8 July 1688,Balquhain,57.1801,-2.27
"Leslie, Valentine",26 April 1690,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",24 September 1681,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",3 February 1685,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",9 March 1685,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",2 May 1685,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",18 June 1685,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",22 March 1686,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",28 March 1686,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",20 January 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",22 February 1687,Paris,48.5109,2.2034
"Leslie, Walter Lorenzo",25 February 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",10 March 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",7 April 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",22 April 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",3 May 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",13 May 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",13 June 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",30 July 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",12 August 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",1 October 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",4 October 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",14 November 1687,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",27 January 1688,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",5 February 1688,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",13 April 1688,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",29 April 1688,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",11 June 1688,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",8 September 1688,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",7 December 1688,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",31 January 1689,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",26 April 1689,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",28 April 1689,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",21 May 1689,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",3 March 1690,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",21 June 1690,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",31 July 1690,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",2 October 1690,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",6 January 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",15 February 1691,Leghorn,43.55,10.316667
"Leslie, Walter Lorenzo",3 March 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",4 June 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",27 August 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",28 August 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",5 September 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",8 September 1691,Livorno,43.55,10.316667
"Leslie, Walter Lorenzo",28 September 1691,Livorno,43.55,10.316667
"Leslie, Walter Lorenzo",29 September 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",23 October 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",20 November 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",27 November 1691,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",1 January 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",22 January 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",2 February 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",5 February 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",12 February 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",16 February 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",19 February 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",26 February 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",4 March 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",11 March 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",31 March 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",5 April 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",22 April 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",28 April 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",29 April 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",6 May 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",12 May 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",19 August 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",9 September 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",30 September 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",7 December 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",9 December 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",30 December 1692,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",6 January 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",3 February 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",3 March 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",19 May 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",2 June 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",7 July 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",28 July 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",3 August 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",8 September 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",4 October 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",3 November 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",17 November 1693,Rome,41.5753,12.2708
"Leslie, Walter Lorenzo",10 January 1695,Rome,41.5753,12.2708
"Leslie, William",21 October 1683,Paris,48.5109,2.2034
"Leslie, William",26 November 1683,Douai,50.2509,3.1121
"Leslie, William",3 January 1684,Douai,50.2509,3.1121
"Leslie, William",11 January 1684,Douai,50.2509,3.1121
"Leslie, William",26 April 1689,Rome,41.5753,12.2708
Letterfourie's son,2 November 1677,Scotland,56.4907,4.2026
Letterfourie's son,16 October 1678,Aberdeen,57.133333,-2.1
"Leyburne, John",7 June 1680,Rome,41.5753,12.2708
"Leyburne, John",29 March 1683,Rome,41.5753,12.2708
"Libert, Father A Stephen",13 January 1693,Rome,41.5753,12.2708
"Lindsay, David",21 September 1688,London,51.514125,-0.093689
"Lindsay, David",23 September 1689,London,51.514125,-0.093689
"Lodge, John",25 July 1680,Amsterdam,52.35,4.916667
"Lossini, Mariano",9 November 1678,Rome,41.5753,12.2708
"MacBrec, Father James",9 January 1660,Paris,48.5109,2.2034
"MacBrec, Father James",6 March 1661,Rome,41.5753,12.2708
"MacBrec, Father James",21 April 1661,Paris,48.5109,2.2034
"MacBrec, Father James",9 December 1664,Paris,48.5109,2.2034
"MacBrec, Father James",14 August 1665,Paris,48.5109,2.2034
"MacBrec, Father James",27 September 1667,Pais,-,-
MacDonald,28 September 1680,Paris,48.5109,2.2034
MacDonald,28 March 1681,Paris,48.5109,2.2034
MacDonald,26 April 1681,Paris,48.5109,2.2034
MacDonald,26 July 1683,Scotland,56.4907,4.2026
"MacDonald, A",28 March 1681,Edinburgh,55.95,-3.2
"MacDonald, A",26 April 1681,Edinburgh,55.95,-3.2
"MacDonald, A",12 June 1683,Scotland,56.4907,4.2026
"MacDonald, Aeneas",24 April 1680,Paris,48.5109,2.2034
"MacDonald, Aeneas",29 April 1680,Paris,48.5109,2.2034
"MacDonald, Aeneas",13 September 1680,Paris,48.5109,2.2034
"MacDonald, Aeneas",14 February 1681,Paris,48.5109,2.2034
"MacDonald, Aeneas",19 July 1681,Paris,48.5109,2.2034
"MacDonald, Aeneas",28 May 1683,Rome,41.5753,12.2708
"MacDonald, Aeneas",3 July 1683,Paris,48.5109,2.2034
"MacDonald, Angus",27 July 1678,Edinburgh,55.95,-3.2
"MacDonald, Angus",23 June 1681,Paris,48.5109,2.2034
"MacDonald, Angus",2 July 1681,Paris,48.5109,2.2034
"MacDonald, Father Francis",9 September 1683,Florence,43.766667,11.25
"MacDonald, R",28 September 1680,London,51.514125,-0.093689
"Macklenan, Father Colomba",5 June 1696,Ratisbone,49.0118,12.0536
"Macklenan, Father Colomba",9 September 1696,Ratisbone,49.0118,12.0536
Maitland,26 June 1687,Windsor Castle,51.2919,0.3607
"Maitland, Lewis",1 October 1665,Douai,50.2509,3.1121
"Maitland, Richard",1 October 1665,Stockholm,61.883056,13.75
"Mansuet, F",23 July 1687,Windsor,51.483333,-0.6
Mar,30 September 1686,Scotland,56.4907,4.2026
Martinelli,10 July 1666,Rome,41.5753,12.2708
"Maurin, Father",9 April 1694,Paris,48.5109,2.2034
"Maxwell, Abbot Bernard",30 August 1681,Wurzburg,49.787778,9.936111
"Maxwell, Abbot Bernard",22 October 1681,Wurzburg,49.787778,9.936111
"Maxwell, Father Alb",27 November 1689,Dublin,53.3330556,-6.2488889
"Maxwell, I",8 July 1683,Scotland,56.4907,4.2026
